Instrumento,Marca,Modelo,Serie,Código,Departamento responsable,Ubicación,Requerimiento,Impacto de la falla,Consideraciones de falla,Clase de riesgo,Capacidad de detección ,Frecuencia,Última calibración,Fecha programada,Observaciones,Tipo de calibración,Especificaciones
Cronómetro,Extech Instrument,365510,NA,CRO-VA-02,Control de Calidad,Análisis Instrumental II,Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"60.00 s, 600.00 s, 1800.00 s, 3600.00 s, 7200.00 s Tol ±3.00"
Cronómetro,Hanhart,Compact 2,19A18,CRO-VA-03,NA,NA,NA,NA,NA,NA,NA,NA,06-may-22,NA,Baja por extravío,NA,NA
Cronómetro,Control company,8788V77,200518836,CRO-VA-04,Validación,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,1,18,04-mar-25,Sep-26,,Externa,"60.00 s, 300.00 s, 900.00 s, 1800 s, 3600 s (Tol. de acuerdo a los procedimientos del proveedor)."
Cronómetro,Control company,8788V77,200518830,CRO-VA-05,NA,NA,NA,NA,NA,NA,NA,NA,20-sep-20,NA,Baja: 02-Dic-21,NA,NA
Cronómetro,Control company,5CVT8,230027989,CRO-VA-06,Validación,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,1,18,04-feb-25,Ago-26,,Externa,"1.00 s, 1,800.00 s, 3,600.00 s, 18,000.00 s, 36,000.00 s Tolerancia de acuerdo a proveedor."
Cronómetro,Control company,5CVT8,221856015,CRO-VA-07,NA,NA,NA,NA,NA,NA,NA,NA,02-ago-23,NA,,NA,NA
Cronómetro,Control company,8788V77,200518830,CRO-MI-01,Microbiología,Preparación Microbiológica,Calibración,2,1,Bajo,1,18,04-mar-25,Sep-26,,Externa,"60.00 s, 300.00 s, 900.00 s, 1800 s, 3600 s (Tol. de acuerdo a los procedimientos del proveedor)."
Densímetro,Pharma Alliance,TD-12,PAG0502034,DEN-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Durómetro,Dillon,MHT-100,05-0106-01,DUR-CP-01,NA,NA,NA,NA,NA,NA,NA,NA,25-jun-21,NA,Baja: 01-Jun-22,NA,NA
Durómetro,ELECTROLAB,ETB-2PRL,2109049,DUR-CP-02,NA,NA,NA,NA,NA,NA,NA,NA,11-oct-21,NA,Baja: 23-Dic-22,NA,NA
Durómetro,HARTEK,PHT-500P,4112206430,DUR-CP-03,Gestión de la Calidad,Control en Proceso,Calibración,2,2,Medio,2,12,02-oct-24,Oct-25,,Externa,"Fuerza (Push) 20.00N, 50.00N, 100.00N, 250.00N,500.00N Tol. ±1.00N, 
Fuerza (Pull) 20.00N, 50.00N, 100.00N, 250.00N,500.00N Tol. ±1."
Durómetro,HARTEK,PHT-500P,4111608066,DUR-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,2,Medio,2,12,02-dic-24,Dic-25,,Externa,"Fuerza (Push) 20.00N, 50.00N, 100.00N, 250.00N,500.00N Tol. ±1.00N, 
Fuerza (Pull) 20.00N,  50.00N, 100.00N, 250.00N,500.00N Tol. ±1."
Electrodo,HANNA instruments,Halo HI11102,0CAE7DFACEDE,ELE-DA-01,NA,NA,NA,NA,NA,NA,NA,NA,22-ago-24,NA,,NA,"1.68, 4.01 pH, 7.01 pH, 10.01 pH Tol ± 0.02"
Electrodo,Mettler Toledo,perfectION comb F- Lemo,BU1-11977,ELE-DA-02,Desarrollo Analítico,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,12,Ene-01,,Externa,"1x10^(-6) mol/L, 4.8x10^(-5) mol/L"
Electrodo,Mettler Toledo,DM143-SC,C442896093,ELE-DA-03,Desarrollo Analítico,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,12,Ene-01,,Externa,"Estándar KF: 0.01%,  1% y 15.6%"
Electrodo,HANNA instruments,HI76330,K81N04E6T,ELE-DA-04,Desarrollo Analítico,"Instrumental II, en TIT-DA-01",Calibración,2,2,Medio,2,12,12,Ene-01,Calibración se realiza con la calificación de TIT-DA-01,Externa,"mgH2O 0.25, 1.0 y 5.0"
Electrodo,HANNA Instruments,Halo HI11102,E0FFF144DD8E,ELE-DA-05,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Fisicoquímico)",Calibración,2,3,Alto,1,12,28-jul-25,Jul-26,,Externa,"1.68, 4.01, 7.01, 10.01 pH Tol ± 0.02 pH"
Electrodo,HANNA Instruments,Halo HI11102,E0FFF1450C90,ELE-DA-06,Desarrollo Analítico,Almacén de Validación,Calibración,2,3,Alto,1,12,24-jul-25,Jul-26,,Externa,"1.68, 4.01, 7.01, 10.01 pH Tol ± 0.02 pH"
Electrodo,HANNA instruments,HI 1053P,043897DN,ELE-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,05-nov-22,NA,Baja: 16-Dic-22,NA,NA
Electrodo,HANNA instruments,HI 1131P,05060D8N,ELE-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,05-nov-22,NA,Baja: 16-Dic-22,NA,NA
Electrodo,OAKTON,35805-04,38653,ELE-LC-03,NA,NA,NA,NA,NA,NA,NA,NA,03-dic-24,NA,,NA,NA
Electrodo,OAKTON,35411-00,01X466601,ELE-LC-04,NA,NA,NA,NA,NA,NA,NA,NA,09-dic-23,NA,Rechazado en calibración,NA,NA
Electrodo,OAKTON,3002742,93X218819,ELE-LC-05,NA,NA,NA,NA,NA,NA,NA,NA,03-sep-22,NA,,NA,NA
Electrodo,OAKTON,ND,ND,ELE-LC-06,NA,NA,NA,NA,NA,NA,NA,NA,20-mar-24,NA,,NA,NA
Electrodo,OAKTON,Electrode WD-35805-04,EQ230426-69 2/5,ELE-LC-07,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,2,Medio,2,12,19-sep-24,Sep-25,,Externa,"0.00 pH, 1.68 pH, 4.01 pH, 7.01 pH, 10.01 pH, Tol ± 0.01"
Electrodo,Mettler Toledo,DM143-SC,0433092,ELE-LC-08,Control de Calidad,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,17-may-24,May-25,Certificado disponible en la carpeta física de calificación del equipo,NA,NA
Electrodo,Mettler Toledo,DM141-SC,5173193,ELE-LC-09,Control de Calidad,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,17-may-24,May-25,Certificado disponible en la carpeta física de calificación del equipo,NA,NA
Electrodo,Mettler Toledo,DGi 113-SC,0421057,ELE-LC-10,Control de Calidad,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,17-may-24,May-25,Certificado disponible en la carpeta física de calificación del equipo,NA,NA
Electrodo,Mettler Toledo,DGi 111-SC,8126635,ELE-LC-11,Control de Calidad,"Área de Balanzas, en TIT-LC-01",Calibración,2,2,Medio,2,12,17-may-24,May-25,Certificado disponible en la carpeta física de calificación del equipo,NA,NA
Electrodo,Hanna Instruments,HALO HI11102,0CAE7DFADDEC,ELE-LC-12,Control de Calidad,Análisis Físicoquímicos ,Calibración,2,3,Alto,2,6,18-ago-25,Feb-26,,Externa,"1.68 pH, 4.00 pH, 7.00 pH, 10.0 pH Tol ± 0.02"
Electrodo,Thermo Eutech ,ND,303640,ELE-MI-01,Microbiología,Microbiología,Calibración,2,2,Medio,2,12,04-nov-24,Nov-25,,Externa,"0.00 pH, 4.01 pH, 7.01 pH, 10.01 pH Tol ± 0.01"
Electrodo,Oakton,35805-04,EQ240814-27,ELE-MI-02,Microbiología,"Preparación Microbiológica, en POT-LC-02",Calibración,2,2,Medio,2,12,04-feb-25,Feb-26,,Externa,"0.00 pH, 4.00 pH, 7.00 pH, 10.00 pH Tol ± 0.01 pH"
Filtro HEPA 24*26*5 7/8,VECOFLOW,HE9T16SAMA,NA,FIL-MA-03,Mantenimiento,Microbiología,Calibración,2,2,Medio,2,12,10-mar-25,Mar-26,,En planta,Pruebas de integridad de un Filtro HEPA
Filtro HEPA 510 x 510 x 305 MM,Freudenberg,510 X 510 X 305 MM,SO2122000258/3000/D110026170/294/4/1,FIL-MA-10,Mantenimiento,"Piso Técnico, en UMA-MA-03",Calibración,2,3,Alto,1,12,01-nov-24,Nov-25,,En planta,Pruebas de integridad de un Filtro HEPA
Filtro HEPA 510 x 510 x 305 MM,Freudenberg,510 X 510 X 305 MM,SO2122000258/3000/D110026170/294/4/2,FIL-MA-11,Mantenimiento,"Piso Técnico, en UMA-MA-03",Calibración,2,3,Alto,1,12,01-nov-24,Nov-25,,En planta,Pruebas de integridad de un Filtro HEPA
"Filtro HEPA 24"" x 24"" x 11.5"" inyección",Greenfilt,ND,ND,FIL-MA-12,Mantenimiento,"Tercer piso, en UMA-MA-04",Calibración,2,3,Alto,1,12,02-jun-25,Jun-26,,En planta,Pruebas de integridad de un Filtro HEPA
"Filtro HEPA 24"" x 24"" x 11.5"" extracción",Greenfilt,ND,ND,FIL-MA-13,Mantenimiento,"Tercer piso, en UMA-MA-04",Calibración,2,3,Alto,1,12,02-jun-25,Jun-26,,En planta,Pruebas de integridad de un Filtro HEPA
Fusiómetro,Thermo Scientific,1101D,1877090373510,FUS-LC-01,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Humidostato,Honeywell,H6062A1000,2409,HUM-MA-01,Mantenimiento,"Tercer piso, en UMA-MA-04",Calibración,2,3,Alto,1,12,02-jun-25,Jun-26,,En planta + Mantenimiento,Punto fijo 47%HR Tol. ± 10%HR
Lámpara UV,Analytik Jena US,UVP UVGL-58,95-0007-05,LUV-DA-01,Desarrollo Analítico,Móvil,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Lámpara UV,Entela,UVGL-58,1010.1-92,LUV-LC-01,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Lápiz de humo,Chimney ballon,Smoke pencil,NA,LAP-VA-01,Validación,"Móvil, Almacén de Validación",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Luxometro,Hanna Instruments,HI 97500,7500008101,LUX-DA-01,Desarrollo Analítico,Móvil,Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"1.00, 7000.0, 10 000.00, 20 000.00, 30 000.00 luxes Tol ± 10.0%"
Luxómetro,HIOKI,FT3424,230734195,LUX-VA-01,Validación,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,2,18,03-oct-24,Abr-26,,Externa,"20, 50, 100, 200, 300, 500, 750, 1000, 2000, 3000 lx Tol. ± 5%"
Manómetro ,USG,NA,NA,MAE-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,21-Feb-19,NA,Baja: 01-Abr-19,NA,NA
Manómetro,C.A. NORGREEN CO.,NA,NA,MAE-PR-02,NA,NA,NA,NA,NA,NA,NA,NA,10-Sep-18,NA,Baja: 01-Abr-19,NA,NA
Manómetro,NA,NA,NA,MAE-PR-03,NA,NA,NA,NA,NA,NA,NA,NA,04-mar-21,NA,Baja: 03-Mar-22,NA,NA
Manómetro,Ashcroft,NA,NA,MAE-PR-04,NA,NA,NA,NA,NA,NA,NA,NA,12-Abr-18,NA,Baja: 01-Abr-19,NA,NA
Manómetro,MC,01 000127,4C65590658591,MAE-PR-05,NA,NA,NA,NA,NA,NA,NA,NA,04-mar-21,NA,Baja: 04-Mar-21,NA,NA
Manómetro,ND,ND,ND,MAN-LC-01,Control de Calidad,Almacén de Validación,Calibración,2,1,Bajo,2,18,01-sep-25,Mar-27,,En planta + Mantenimiento,"0.00, 5.00, 10.00, 15.00, 20.00, 25.00, 30.00 PSI Tol ± 0.50"
Manómetro,ND,ND,ND,MAN-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,02-sep-22,NA,,NA,NA
Manómetro,Winters,0-100 Psi,ND,MAN-VA-01,NA,NA,NA,NA,NA,NA,NA,NA,13-jul-21,NA,Baja: 08-Jun-22,NA,NA
Manómetro ,SMC,PRESSURE GAGE,NA,MAB-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,04-sep-20,NA,Baja: 04-Sep-20,NA,NA
Manómetro ,SMC,PRESSURE GAGE,NA,MAB-PR-02,NA,NA,NA,NA,NA,NA,NA,NA,04-sep-20,NA,Baja: 03-Sep-21,NA,NA
Manómetro de presión,NA,NA,NA,MAP-CP-01,Gestión de la Calidad,"Control en Proceso, en BOV-CP-01",Calibración,1,3,Medio,2,12,01-jul-25,Jul-26,,En planta + Mantenimiento,"0.00 PSI, 30.00 PSI, 60.00 PSI, 90.00 PSI, 120.00 PSI, 150.00 PSI Tol ±5.00PSI"
Manómetro de presión,ND,1010,ND,MAP-DA-01,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-01",NA,NA,NA,NA,NA,NA,02-sep-22,NA,Por requerimiento de usuario no se procede a calibración.,NA,NA
Manómetro de presión,ND,ND,ND,MAP-DA-02,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-02",Calibración,1,3,Medio,2,12,02-dic-24,Dic-25,,En planta + Mantenimiento,"0.00, 20.00, 40.00, 60.00, 80.00, 100.00, 120.00, 140.00, 160.00 PSI Tol ± 5.00 PSI."
Manómetro de presión,ND,ND,ND,MAP-DA-03,Validación,"Móvil, Almacén de Validación",Calibración,1,1,Bajo,2,18,01-jul-25,Ene-27,,En planta,"0.00 PSI, 20.00 PSI, 40.00 PSI, 60.00 PSI, 80.00 PSI, 100.00 PSI, 120.00 PSI, 140.00 PSI, 160.00 PSI Tol ±5.00PSI"
Manómetro de presión,ND,ND,ND,MAP-DA-04,NA,NA,NA,NA,NA,NA,NA,NA,05-mar-21,NA,Baja: 05-Mar-21,NA,NA
Manómetro de presión,ND,ND,ND,MAP-DA-05,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-03",NA,NA,NA,NA,NA,NA,02-sep-22,NA,Por requerimiento de usuario no se procede a calibración.,NA,NA
Manómetro de presión,Ashcroft,ND,ND,MAP-LC-01,Control de Calidad,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-01",Calibración,1,3,Medio,2,12,01-jul-25,Jul-26,,En planta + Mantenimiento,"0.00 PSI, 20.00 PSI, 40.00 PSI, 60.00 PSI, 80.00 PSI, 100.00 PSI, 120.00 PSI, 140.00 PSI, 150.00 PSI Tol ±5.00PSI"
Manómetro de presión,TRU-FLATE,ND,ND,MAP-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,16-Ago-18,NA,Baja: 12-Nov-18,NA,NA
Manómetro de presión,ND,ND,ND,MAP-LC-03,NA,NA,NA,NA,NA,NA,NA,NA,17-Jul-18,NA,Baja: 20-Ago-18,NA,NA
Manómetro de presión,ND,ND,ND,MAP-LC-04,Microbiología,"Preparación Microbiológica, en EST-LC-01",Calibración,2,2,Medio,2,12,01-sep-25,Sep-26,,En planta + Mantenimiento,"0.00, 5.00, 10.00, 20.00, 30.00 PSI Tol ± 1.00 PSI"
Manómetro de presión,Tube&Socket,"304SS Case, 316SS",ND,MAP-LC-05,Control de Calidad,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-02",Calibración,1,3,Medio,2,12,01-nov-24,Nov-25,,En planta + Mantenimiento,"0.00, 5.00, 10.00, 20.00, 30.00 PSI Tol ± 5.00 PSI"
Manómetro de presión,Tube&Socket,"304SS Case, 316SS",ND,MAP-LC-06,NA,NA,NA,NA,NA,NA,NA,NA,01-nov-23,NA,,NA,NA
Manómetro de presión,NA,NA,NA,MAP-LC-07,NA,NA,NA,NA,NA,NA,NA,NA,01-dic-22,NA,,NA,NA
Manómetro de presión,NA,NA,NA,MAP-LC-08,Microbiología,"Microbiología, en BOV-LC-03",NA,NA,NA,NA,NA,NA,02-sep-22,NA,Por requerimiento de usuario no se procede a calibración.,NA,NA
Manómetro de presión,ND,4CFE4A,ND,MAP-LC-09,NA,NA,NA,NA,NA,NA,NA,NA,04-dic-23,NA,Rechazado en calibración,NA,NA
Manómetro de presión,NA,NA,NA,MAP-LC-10,Microbiología,"Preparación Microbiológica, en MUE-LC-02",Calibración,1,3,Medio,2,12,02-oct-24,Oct-25,,En planta + Mantenimiento,"0 PSI, 10 PSI, 20 PSI, 50 PSI, 100 PSI, 150 PSI, 200 PSI Tol ±1.00PSI"
Manómetro de presión,ND,ND,ND,MAP-LC-11,Control de Calidad,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-04",Calibración,1,3,Medio,2,12,02-may-25,May-26,,En planta + Mantenimiento,"20.00 PSI, 40.00 PSI, 60.00 PSI, 80.00 PSI, 100.00 PSI, 120.00 PSI, 140.00 PSI, 160.00 PSI Tol ±5.00PSI"
Manómetro de presión,Wika,ND,ND,MAP-MI-01,Microbiología,"Preparación Microbiológica, en EST-MI-01.",Calibración,1,3,Medio,2,12,01-abr-25,Abr-26,,En planta + Mantenimiento,"0.00 MPa, 0.10 MPa, 0.20 Mpa, 0.30 MPa, 0.40 MPa ± 0.02 MPa"
Manómetro de presión,NA,NA,NA,MAP-MA-01,NA,NA,NA,NA,NA,NA,NA,NA,03-may-22,NA,Baja por extravío,NA,NA
Manómetro de presión,Winters,NA,NA,MAP-MA-02,NA,NA,NA,NA,NA,NA,NA,NA,15-May-18,NA,Baja: 25-Jul-18,NA,NA
Manómetro de presión,PRO-BLOCK,NA,NA,MAP-MA-03,NA,NA,NA,NA,NA,NA,NA,NA,18-Jul-19,NA,Baja: 25-Jul-19,NA,NA
Manómetro de presión,PRO-BLOCK,NA,NA,MAP-MA-04,NA,NA,NA,NA,NA,NA,NA,NA,17-jul-20,NA,Baja: 24-Jul-20,NA,NA
Manómetro de presión,Puroflo,ND,ND,MAP-MA-05,NA,NA,NA,NA,NA,NA,NA,NA,02-sep-21,NA,Baja: 02-Sep-22,NA,NA
Manómetro de presión,Winters,ND,ND,MAP-MA-06,NA,NA,NA,NA,NA,NA,NA,NA,11-Oct-18,NA,Baja: 12-Nov-18,NA,NA
Manómetro de presión,ND,ND,ND,MAP-MA-07,NA,NA,NA,NA,NA,NA,NA,NA,11-Oct-18,NA,Baja: 12-Nov-18,NA,NA
Manómetro de presión,Dwyer Instruments,Minihelic II,194589-00,MAP-MA-08,Mantenimiento,"Piso Técnico, en Extractor de polvos",Calibración,2,3,Alto,1,12,01-sep-25,Sep-26,,En planta + Mantenimiento,"0.000 InH2O, 1.000 InH2O, 2.000 InH2O, 3.000 InH2O, 4.000 InH2O, 5.000 InH2O ± 0.200 InH2O."
Manómetro de presión,ND,ND,ND,MAP-MA-09,NA,NA,NA,NA,NA,NA,NA,NA,11-Oct-18,NA,Baja: 12-Nov-18,NA,NA
Manómetro de presión,ND,EN837.1,ND,MAP-MA-10,NA,NA,NA,NA,NA,NA,NA,NA,02-sep-21,NA,Baja: 02-Sep-22,NA,NA
Manómetro de presión,ND,EN837.1,ND,MAP-MA-11,NA,NA,NA,NA,NA,NA,NA,NA,02-sep-21,NA,Baja: 02-Sep-22,NA,NA
Manómetro de presión,NA,HT-K16,NA,MAP-MA-12,NA,NA,NA,NA,NA,NA,NA,NA,11-Nov-19,NA,Baja: 19-Oct-20,NA,NA
Manómetro de presión,NA,HT-K16,NA,MAP-MA-13,Mantenimiento,Almacén de Validación,Calibración,2,2,Medio,2,12,05-dic-24,Dic-25,,En planta + Mantenimiento,"0.00 PSI, 20.00 PSI, 40.00 PSI, 60.00 PSI, 80.00 PSI, 100.00 PSI ± 2.00 PSI."
Manómetro de presión,Winters,PFQ-LF,Z1867,MAP-MA-14,NA,NA,NA,NA,NA,NA,NA,NA,11-Nov-19,NA,Baja: 11-Nov-19,NA,NA
Manómetro de presión,Winters,PFQ-LF,Z2228,MAP-MA-15,NA,NA,NA,NA,NA,NA,NA,NA,04-nov-21,NA,Baja: 02-Dic-21,NA,NA
Manómetro de presión,Winters,PFQ-LF,Z222,MAP-MA-16,NA,NA,NA,NA,NA,NA,NA,NA,01-nov-24,NA,,NA,NA
Manómetro de presión,Winters,PFQ-LF,Z0958,MAP-MA-17,NA,NA,NA,NA,NA,NA,NA,NA,11-Nov-19,NA,Baja: 11-Nov-19,NA,NA
Manómetro de presión,ND,ND,ND,MAP-MA-18,NA,NA,NA,NA,NA,NA,NA,NA,18-Dic-18,NA,Baja: 06-Dic-19,NA,NA
